,discoverymethod,st_spectype,pl_bmassj,pl_orbper,hostname,pl_radj
2694,Transit,G8 V,2.54,8.15872,WASP-8,1.13
2695,Transit,G8,0.3,4.971252,WASP-83,1.04
2696,Transit,,2.18,1.682795,WASP-87,1.385
2697,Transit,F4,0.78,3.73543,WASP-17,1.87
2698,Transit,G8 V,2.29,1.36003,WASP-77 A,1.38
2699,Transit,,0.85,3.66238,WASP-79,1.67
2700,Transit,,0.00264,1.58252,EPIC 206317286,0.086
2701,Radial Velocity,M5.5 V,0.00431,3.204,GJ 1061,0.098
2702,Radial Velocity,M5.5 V,0.00547,6.689,GJ 1061,0.105
2703,Transit,,13.0,3650.0,EPIC 248847494,1.11
2704,Transit,M4.5,0.0197,1.58040456,GJ 1214,0.254
2705,Transit,F9,0.311,4.8996284,WASP-20,1.462
2706,Radial Velocity,G6 V,0.02825,29.01,HD 175607,0.263
2707,Transit,G8 V,0.0364,8.880403,HD 191939,0.305
2708,Radial Velocity,G1 V,0.4,956.0,HD 181720,1.25
2709,Radial Velocity,G8 IV,2.096,340.94,HD 192699,1.19
2710,Transit,G5 V,0.06198,17.471278,HD 183579,0.317
2711,Radial Velocity,G1.5 V,1.4878,597.0643,HD 20782,1.21
2712,Radial Velocity,G,0.06277,4.78503,HD 213885,0.42
2713,Radial Velocity,K3 V,0.05088,46.859,HD 219134,0.144
2714,Radial Velocity,K0 III,1.0,2093.3,HD 219415,1.23
2715,Radial Velocity,G0 IV,0.066,3.83492,HD 219828,0.433
2716,Radial Velocity,G0 V,0.097,117.87,HD 34445,0.542
2717,Radial Velocity,K0 V,0.228,62.25,HD 3651,0.899
2718,Radial Velocity,G4 V,0.675,154.378,HD 37124,1.25
2719,Radial Velocity,G4 V,0.652,885.5,HD 37124,1.25
2720,Radial Velocity,G4 V,0.696,1862.0,HD 37124,1.25
2721,Radial Velocity,G9 V CN+1,0.57,118.45,HD 216770,1.26
2722,Radial Velocity,K0,9.698,685.25,HD 38801,1.11
2723,Radial Velocity,K1 III,3.04,157.54,HD 32518,1.17
2724,Radial Velocity,G5,1.56,526.62,HD 4113,1.21
2725,Radial Velocity,G5,2.17,6700.0,HD 4203,1.19
2726,Radial Velocity,G0,2.55,36.9987,HD 43691,1.18
2727,Radial Velocity,G6 V,0.35061,1353.6,HD 47186,1.16
2728,Radial Velocity,K0 IV,2.37,360.2,HD 4732,1.19
2729,Radial Velocity,K1/K2 V,2.54,963.0,HD 41004 A,1.18
2730,Radial Velocity,K0,1.6,857.5,HD 42012,1.21
2731,Radial Velocity,F8 V,5.13,931.0,HD 13908,1.15
2732,Radial Velocity,G1 V,2.93,8619.9,HD 50499,1.17
2733,Radial Velocity,G5 V,1.295,577.6,HD 65216,1.22
2734,Radial Velocity,G7 V,0.045,95.9446,HD 51608,0.346
2735,Radial Velocity,G0V,1.21,119.27,HD 52265,1.22
2736,Radial Velocity,G5,1.556,637.1,HD 5319,1.21
2737,Radial Velocity,,5.78,139.35,HD 5583,1.14
2738,Radial Velocity,K2 V,0.20955,158.991,HD 8326,0.855
2739,Radial Velocity,K2 III,6.92,299.36,HD 59686 A,1.13
2740,Radial Velocity,K4 V,0.25,2.81805,HD 63454,1.098
2741,Radial Velocity,G5,1.993,2124.54,HD 70642,1.19
2742,Radial Velocity,G5,5.64,7900.0,HD 75784,1.14
2743,Radial Velocity,G1 V,1.636,2447.1,HD 50499,1.2
2744,Radial Velocity,G7 V,0.0402,14.0726,HD 51608,0.323
2745,Radial Velocity,G2/G3 V,0.33,492.3,HD 564,1.12
2746,Radial Velocity,G5 V,0.076,30.93,HD 109271,0.47
2747,Radial Velocity,K3V,1.14,937.70001,HD 114386,1.22
2748,Radial Velocity,K0,1.1,493.7,HD 114783,1.23
2749,Radial Velocity,G7 III,4.5,2082.0,HD 120084,1.15
2750,Radial Velocity,G5,1.96,133.60001,HD 12648,1.2
2751,Radial Velocity,G3 V,0.4817,649.918,HD 210193,1.27
2752,Transit,,0.768,3.3488702,HATS-51,1.41
2753,Imaging,B9 Vne,752.0,,HD 100546,6.9
2754,Radial Velocity,G1 V,0.203,2205.0,HD 10180,0.838
2755,Radial Velocity,K0 V,0.41,4.11377,HD 102195,1.27
2756,Radial Velocity,K0 III,8.16,778.09998,HD 102329,1.12
2757,Radial Velocity,K0 V,0.35837,3090.942,HD 102843,1.17
2758,Radial Velocity,K0,0.451,94.44,HD 141399,1.28
2759,Radial Velocity,G8 IV,1.3,7.12682,HD 217107,1.22
2760,Radial Velocity,G8 IV,2.6,4270.0,HD 217107,1.18
2761,Radial Velocity,F9 IV/V,5.97,1189.1,HD 224538,1.14
2762,Radial Velocity,K3 V,0.34,2247.0,HD 219134,1.14
2763,Radial Velocity,G3 IV-V,1.494,2198.14,HD 27631,1.21
2764,Radial Velocity,K1 V(P),0.09,47.84,HD 103197,0.52
2765,Radial Velocity,K3 V,0.62,4.5557,HD 103720,1.26
2766,Radial Velocity,F5 V,0.367,5.8881,HD 103774,1.19
2767,Transit,G3 V,0.0149,29.54115,HD 108236,0.18
2768,Radial Velocity,K0,2.414,437.7,HD 108863,1.18
2769,Radial Velocity,G3/5V,1.21,528.4,HD 147513,1.22
2770,Radial Velocity,G0,0.38,2.87589,HD 149026,0.74
2771,Radial Velocity,G0,0.82,391.9,HD 155358,1.24
2772,Radial Velocity,G6,8.6,4191.0,HD 156279,1.12
2773,Radial Velocity,G9 V,0.47,1684.0,HD 30669,1.27
2774,Radial Velocity,G2 V,0.0445,51.2053,HD 31527,0.343
2775,Radial Velocity,G5,0.42,3.4442,HD 2638,1.28
2776,Radial Velocity,K1/2III,1.56,428.1,HD 27442,1.21
2777,Transit,F8,0.244,18.71204,HD 332231,0.867
2778,Radial Velocity,G0 V,0.825,1121.79,HD 114729,1.24
2779,Radial Velocity,G6 V,1.6,1840.0,HD 129445,1.21
2780,Radial Velocity,K0,1.769,453.019,HD 128311,1.2
2781,Radial Velocity,K0 V,1.15,10.70871,HD 130322,1.22
2782,Radial Velocity,G5 V,1.61,258.17999,HD 134987,1.21
2783,Radial Velocity,F8 IV/V,0.74,842.2,HD 156411,1.25
2784,Radial Velocity,K2,0.013,4.6455,HD 156668,0.167
2785,Radial Velocity,G0 V,10.67,359.51001,HD 156846,1.11
2786,Radial Velocity,G0,0.01932,12.028,HD 158259,0.21
2787,Radial Velocity,G0 V,1.13,12.62,HD 159243,1.22
2788,Radial Velocity,K0-2 V,1.13,2.21857567,HD 189733,1.13
2789,Radial Velocity,G8 IV,1.599,606.3,HD 200964,1.21
2790,Radial Velocity,G5,0.27,6.404,HD 168746,0.993
2791,Radial Velocity,K1 III,8.79,533.0,HD 1690,1.12
2792,Radial Velocity,F8 V,2.88,225.62,HD 169830,1.18
2793,Radial Velocity,F8 V,4.04,2102.0,HD 169830,1.16
2794,Radial Velocity,G1 V,6.9,3638.0,HD 196067,1.13
2795,Radial Velocity,F8 V,2.58,1333.0,HD 196885 A,1.18
2796,Radial Velocity,F8 V,1.37,466.2,HD 19994,1.21
2797,Radial Velocity,G8 V,0.0367,11.8482,HD 20003,0.306
2798,Radial Velocity,G3/G5 V,0.329,18.1991,HD 33283,1.12
2799,Radial Velocity,G1 V,0.0696,17.24,HD 16417,0.446
2800,Radial Velocity,G5 IV,0.66,1145.0,HD 170469,1.25
2801,Radial Velocity,K0 III,10.13,359.89999,HD 17092,1.11
2802,Radial Velocity,K0 III/IV,1.685,510.9,HD 180902,1.2
2803,Radial Velocity,K3 IV,0.64,962.0,HD 181433,1.26
2804,Radial Velocity,G5 V,0.56,160.07,HD 207832,1.26
2805,Radial Velocity,G6 V,17.9,1260.0,HD 202206,1.08
2806,Radial Velocity,G8,0.01501,147.02,HD 20794,0.181
2807,Radial Velocity,G2/G3 IV/V,6.29,1120.0,HD 2039,1.14
2808,Radial Velocity,K1/2V,0.23,1733.0,HD 204941,0.903
2809,Radial Velocity,K2 V,5.415,5174.0,HD 27894,1.14
2810,Radial Velocity,K0 III,2.01,551.40002,HD 33844,1.19
2811,Radial Velocity,K0 III,1.75,916.0,HD 33844,1.2
2812,Radial Velocity,G0 V,0.82,1049.0,HD 34445,1.24
2813,Radial Velocity,M2 V,0.026,8.7836,HD 285968,0.253
2814,Transit,,0.00913,8.13087,K2-213,0.135
2815,Transit,,0.0204,8.596802,K2-214,0.217
2816,Transit,G9,0.00783,0.58426,K2-229,0.102
2817,Transit,,0.00993,8.7529,K2-50,0.142
2818,Transit,,144.0,3.535055,K2-52,1.606
2819,Transit,G9,0.06702,8.32727,K2-229,0.181
2820,Transit,,0.0229,12.20772,K2-53,0.232
2821,Transit,,0.00642,4.6122,K2-88,0.11
2822,Transit,,0.0186,11.2954,K2-59,0.205
2823,Transit,G0 IV,0.97,18.251985,K2-99,1.046
2824,Transit,F8,1.7,4.11379,KELT-2 A,1.35
2825,Transit,A8 V,3.91,3.6127647,KELT-21,1.586
2826,Transit,G2 V,0.938,2.255251,KELT-23 A,1.323
2827,Orbital Brightness Modulation,,,0.2197,KIC 10001893,
2828,Orbital Brightness Modulation,,,0.32528,KIC 10001893,
2829,Microlensing,,0.19,,KMT-2018-BLG-0748L,0.804
2830,Transit,F5,5.18,5.5514926,KELT-24,1.272
2831,Microlensing,,0.03234,,KMT-2019-BLG-0842L,0.284
2832,Transit,,9.28,1.763588,KOI-13,1.512
2833,Transit,,0.0239,6.77408868,Kepler-1044,0.238
2834,Transit,,0.0112,14.37508035,Kepler-1046,0.153
2835,Transit,,1.2,331.60059,KOI-351,1.008
2836,Transit,,0.0467,160.018032,Kepler-149,0.353
2837,Transit,K1 V,1.09,1.706291,KPS-1,1.03
2838,Transit,,0.0158,56.1886887,Kepler-1047,0.186
2839,Imaging,M8.5,7.5,,2MASS J04414489+2301513,1.13
2840,Transit,,0.0183,96.9151496,Kepler-1020,0.203
2841,Transit,F6,0.0223,31.70648,HIP 41378,0.228
2842,Transit,F6,0.0819,131.0,HIP 41378,0.492
2843,Transit,F6,0.233,1084.0,HIP 41378,0.91
2844,Transit,F9,0.08495,19.3044,K2-10,0.343
2845,Transit,K5,0.00705,9.915615,K2-102,0.116
2846,Transit,M2.5 V,0.00579,3.93072,GJ 357,0.109
2847,Transit,,0.0384,148.4603382,Kepler-1038,0.315
2848,Transit,G,1.29,5.817685,K2-113,1.083
2849,Transit,,0.167,3.588163,K2-127,0.747
2850,Transit,,0.00819,5.675819,K2-128,0.127
2851,Transit,G8 V,0.04081,8.26146,K2-138,0.302
2852,Transit,G8 V,0.00513,12.75758,K2-138,0.259
2853,Transit,,0.0224,7.17256,K2-248,0.229
2854,Transit,,0.16,8.687721,K2-281,0.73
2855,Transit,,0.315,14.893291,K2-287,0.847
2856,Transit,G5,1.019,6.56918,K2-140,1.093
2857,Transit,,0.0105,9.7579,K2-148,0.146
2858,Transit,F7 V,0.0262,9.977481,K2-167,0.252
2859,Transit,,0.00681,6.380803,K2-169,0.114
2860,Transit,,0.0242,5.628466,K2-171,0.24
2861,Transit,,0.192,13.156969,K2-289,0.812
2862,Transit,M0.0&plusmn0.5 V,0.00881,44.55646,K2-3,0.136
2863,Transit,G7 V,1.774,1.25785,K2-31,1.06
2864,Transit,,0.00733,1.133,K2-316,0.119
2865,Transit,,0.0126,5.26,K2-316,0.163
2866,Transit,,0.0266,6.894256,K2-181,0.253
2867,Transit,,0.0253,4.736837,K2-182,0.246
2868,Transit,,0.0271,10.792635,K2-183,0.256
2869,Transit,,0.032,7.14921,K2-187,0.283
2870,Transit,G9 V,0.04405,2.50856,K2-19,0.102
2871,Transit,,0.00295,3.18897601,Kepler-1047,0.088
2872,Transit,,0.014,2.298,K2-321,0.174
2873,Transit,,0.0204,3.262,K2-324,0.217
2874,Transit,K4 V,0.0138,5.608352,K2-35,0.172
2875,Transit,K2 V,0.02454,5.340888,K2-36,0.285
2876,Transit,,0.015,27.86,K2-84,0.181
2877,Transit,,0.00981,2.858646,K2-191,0.141
2878,Transit,,0.00184,2.080615,K2-209,0.077
2879,Transit,M0.0,0.0213,15.50192,K2-21,0.222
2880,Transit,,0.00149,0.570233,K2-210,0.073
2881,Transit,,0.0217,9.79551,K2-212,0.225
2882,Transit,,0.00099,3.4462039,Kepler-1371,0.065
2883,Transit,M1 V,0.0062,13.7813,Kepler-138,0.107
2884,Transit,,0.00829,10.3108245,Kepler-1380,0.128
2885,Transit,,0.00171,2.88879862,Kepler-1385,0.076
2886,Transit,,0.0227,12.2854603,Kepler-1388,0.231
2887,Transit,,0.072,5.42474928,Kepler-1314,0.456
2888,Transit,,0.0357,157.072878,Kepler-139,0.302
2889,Transit,,0.0142,15.1410397,Kepler-1392,0.175
2890,Transit,,0.00137,2.44357812,Kepler-1393,0.071
2891,Transit,,0.0079,3.93766373,Kepler-1394,0.124
2892,Transit,,0.0167,41.809118,Kepler-142,0.193
2893,Transit,,0.00236,6.9131112,Kepler-1421,0.083
2894,Transit,,0.0355,27.082511,Kepler-143,0.301
2895,Transit,,0.00752,10.104665,Kepler-144,0.12
2896,Transit,,0.117,22.951,Kepler-145,0.236
2897,Transit,F6 V,2.33,2.99433,CoRoT-11,1.43
2898,Transit,,0.0244,42.913751,Kepler-1452,0.241
2899,Transit,,0.0123,1.729366,Kepler-148,0.161
2900,Transit,,0.0191,13.5396293,Kepler-1158,0.209
2901,Transit,,0.0195,22.70816791,Kepler-1159,0.211
2902,Transit,,0.0186,13.07163,Kepler-116,0.205
2903,Transit,,0.0163,10.71252541,Kepler-1161,0.19
2904,Transit,,0.029,37.94563,Kepler-1175,0.267
2905,Transit,,0.0207,24.1738579,Kepler-1176,0.219
2906,Transit,,0.0039,31.80634,Kepler-1178,0.095
2907,Transit,,0.00724,2.68505749,Kepler-1179,0.118
2908,Transit,,0.0263,28.5057189,Kepler-1183,0.252
2909,Transit,,0.00733,104.3518976,Kepler-1185,0.119
2910,Transit,M0 V,0.0093,12.794585,Kepler-120,0.136
2911,Transit,,0.0282,28.6851324,Kepler-1202,0.262
2912,Transit,,0.03,85.7350285,Kepler-1204,0.272
2913,Transit,,0.00809,1.07839035,Kepler-1205,0.126
2914,Transit,,0.00839,22.9221266,Kepler-1218,0.128
2915,Transit,,0.0912,12.465988,Kepler-122,0.524
2916,Transit,,0.087,37.993273,Kepler-122,0.232
2917,Transit,,0.00505,4.8663815,Kepler-1240,0.103
2918,Transit,,0.0117,16.8320729,Kepler-1243,0.156
2919,Transit,,0.0293,13.0313945,Kepler-1267,0.269
2920,Transit,,0.0104,37.3331536,Kepler-1269,0.145
2921,Transit,,0.01,40.8365012,Kepler-1277,0.143
2922,Transit,,0.00317,3.23941344,Kepler-1278,0.09
2923,Transit,,0.0117,23.4774101,Kepler-1279,0.156
2924,Transit,,0.00242,15.09,Kepler-128,0.128
2925,Transit,,0.0105,3.11602791,Kepler-1281,0.146
2926,Transit,,0.00819,4.69500134,Kepler-1290,0.127
2927,Transit,,0.0118,3.83309118,Kepler-1313,0.157
2928,Transit,,0.0168,9.33646594,Kepler-1329,0.194
2929,Transit,,0.00364,0.78916165,Kepler-1331,0.094
2930,Transit,,0.00771,11.87456832,Kepler-1332,0.122
2931,Transit,,0.0184,15.64591713,Kepler-1334,0.204
2932,Transit,,0.00459,7.06317341,Kepler-1358,0.1
2933,Transit,,0.0264,59.4970952,Kepler-1359,0.252
2934,Transit,,0.015,8.307872,Kepler-195,0.181
2935,Transit,,0.021,49.567416,Kepler-198,0.22
2936,Transit,M1 V,0.0127,18.794234,Kepler-225,0.164
2937,Transit,,0.076,3.940997,Kepler-226,0.138
2938,Transit,,0.0079,3.132924,Kepler-224,0.124
2939,Transit,,0.042,50.447,Kepler-238,0.178
2940,Transit,,0.0255,99.640161,Kepler-251,0.247
2941,Transit,,0.0104,3.783986,Kepler-253,0.145
2942,Transit,,0.032,18.119869,Kepler-253,0.283
2943,Transit,,0.0297,19.446355,Kepler-162,0.27
2944,Transit,,0.0167,92.263714,Kepler-1621,0.193
2945,Transit,,0.106,76.378033,Kepler-1628,0.574
2946,Transit,,0.018,21.347262,Kepler-163,0.202
2947,Transit,,0.0131,259.33683,Kepler-1638,0.167
2948,Transit,,0.0207,28.986769,Kepler-164,0.219
2949,Transit,,0.0652,7.5844126,Kepler-1640,0.43
2950,Transit,,0.0132,21.0907758,Kepler-1644,0.168
2951,Transit,,0.01,38.09722,Kepler-1652,0.143
2952,Transit,K4,0.231,1071.23228,Kepler-167,0.906
2953,Transit,,0.0357,29.9221,Kepler-1676,0.301
2954,Transit,,0.072,12.759712,Kepler-176,0.232
2955,Transit,,0.0465,96.678988,Kepler-178,0.352
2956,Transit,,0.0366,20.684342,Kepler-182,0.306
2957,Transit,M1,0.00537,129.9441,Kepler-186,0.104
2958,Transit,,0.00328,2.024823,Kepler-336,0.091
2959,Transit,,0.055,4.580358,Kepler-326,0.125
2960,Transit,,0.0115,13.969457,Kepler-327,0.154
2961,Transit,,0.0191,24.310856,Kepler-338,0.209
2962,Transit,,0.00178,10.05537,Kepler-352,0.077
2963,Transit,,0.00651,16.332995,Kepler-352,0.111
2964,Transit,,0.00859,3.281959,Kepler-366,0.13
2965,Transit,,0.0078,8.410894,Kepler-353,0.123
2966,Transit,,0.00459,13.391635,Kepler-381,0.1
2967,Transit,,0.0451,72.379334,Kepler-368,0.346
2968,Transit,,0.0136,19.02293,Kepler-370,0.17
2969,Transit,,0.012,67.968015,Kepler-371,0.159
2970,Transit,,0.00761,6.849692,Kepler-372,0.121
2971,Transit,,0.0121,14.172327,Kepler-376,0.16
2972,Transit,,0.124,71.312,Kepler-328,0.482
2973,Transit,,0.00705,37.815724,Kepler-367,0.116
2974,Transit,,0.00696,9.182417,Kepler-393,0.115
2975,Transit,,0.238,42.994,Kepler-396,0.312
2976,Transit,,0.0995,135.498527,Kepler-397,0.551
2977,Transit,,0.00295,5.629021,Kepler-381,0.088
2978,Transit,,0.0133,58.034616,Kepler-399,0.169
2979,Transit,F5 IV,2.2,6.87349,Kepler-40,1.17
2980,Transit,,0.00889,17.340824,Kepler-400,0.133
2981,Transit,,0.0112,14.383035,Kepler-401,0.153
2982,Transit,,0.0182,184.256405,Kepler-401,0.203
2983,Transit,,0.0117,54.280749,Kepler-403,0.156
2984,Transit,,0.0616,29.726682,Kepler-405,0.416
2985,Transit,,0.077,3.21346,Kepler-4,0.357
2986,Transit,,0.01573,2.46502,Kepler-408,0.073
2987,Transit,,0.01,8.005013,Kepler-394,0.143
2988,Transit,,0.0107,12.130686,Kepler-394,0.148
2989,Transit,,2.5,69.7546,Kepler-419,0.96
2990,Transit,,0.00117,6.803,Kepler-431,0.068
2991,Transit,,0.00724,34.989262,Kepler-395,0.118
2992,Transit,,0.0117,110.979,Kepler-430,0.16
2993,Transit,F8 V,3.23,3.0240949,Kepler-43,1.219
2994,Transit Timing Variations,,22.0,2500.0,KOI-12,1.07
2995,Transit,,0.0154,12.58242,Kepler-449,0.183
2996,Transit,,0.0334,35.968,Kepler-430,0.29
2997,Transit,M4,0.00982,2.984151,Kepler-445,0.14
2998,Transit,,6.0,33.60134,Kepler-46,0.808
2999,Transit,,0.03,8.98101683,Kepler-463,0.272
3000,Transit,,112.0,24.66919569,Kepler-470,1.288
3001,Transit,,0.06104,28.454851,Kepler-450,0.548
3002,Transit,,0.05538,7.51464,Kepler-450,0.075
3003,Transit,,0.127,8.02511821,Kepler-494,0.637
3004,Transit,,0.0105,207.2482,Kepler-441,0.15
3005,Transit,M1 V,0.98,7.2037945,Kepler-49,0.243
3006,Transit,,0.16959,84.6866,Kepler-462,0.268
3007,Transit,K,0.00031,7.743493,Kepler-444,0.049
3008,Transit,M4,0.00752,5.148921,Kepler-446,0.12
3009,Transit,,0.0116,76.050178,Kepler-260,0.155
3010,Transit,,0.017,10.381227,Kepler-261,0.194
3011,Transit,,0.021,5.326718,Kepler-269,0.22
3012,Transit,,0.011,8.127899,Kepler-269,0.151
3013,Transit,,9.11,15.3348,Kepler-27,0.357
3014,Transit,M0 V,1.36,8.9858,Kepler-28,0.303
3015,Transit,,0.0267,19.305772,Kepler-288,0.254
3016,Transit,,0.177,44.347,Kepler-282,0.277
3017,Transit,,0.0193,20.834237,Kepler-292,0.21
3018,Transit,,0.132,74.920137,Kepler-297,0.583
3019,Transit,,0.01416,13.28613,Kepler-29,0.209
3020,Transit,,0.0214,77.473633,Kepler-298,0.223
3021,Transit,,0.0336,26.84768,Kepler-368,0.291
3022,Transit,,0.0085,77.095691,Kepler-359,0.358
3023,Transit,,0.0132,5.700786,Kepler-291,0.168
3024,Transit,,0.0108,10.446347,Kepler-300,0.149
3025,Transit,,0.0168,5.315946,Kepler-304,0.194
3026,Transit,,0.019,8.291,Kepler-305,0.294
3027,Transit,M0 V,0.0215,105.356383,Kepler-309,0.224
3028,Transit,,6.8,87.6451,Kepler-31,0.348
3029,Transit,,0.02243,16.21865,Kepler-36,0.328
3030,Transit,,0.0106,3.289672,Kepler-360,0.147
3031,Transit,,0.00849,12.125934,Kepler-375,0.129
3032,Transit,,0.00193,10.327186,Kepler-362,0.079
3033,Transit,,0.00109,16.092361,Kepler-378,0.067
3034,Transit,,0.0107,20.09838,Kepler-379,0.148
3035,Transit,,,127.282184,Kepler-302,1.111
3036,Transit,,0.00157,2.461069,Kepler-314,0.074
3037,Transit,M0 V,0.00489,7.061149,Kepler-303,0.102
3038,Transit,,0.0506,265.469335,Kepler-315,0.37
3039,Transit,,0.021,17.326644,Kepler-306,0.22
3040,Transit,,0.0317,19.747412,Kepler-312,0.281
3041,Transit,M1 V,4.1,5.90124,Kepler-32,0.196
3042,Transit,,0.00752,8.25978,Kepler-330,0.12
3043,Transit,,0.0125,8.457496,Kepler-331,0.162
3044,Transit,,0.0127,17.28111,Kepler-331,0.164
3045,Transit,,0.00537,7.626324,Kepler-332,0.104
3046,Transit,,0.089,12.551158,Kepler-333,0.118
3047,Transit,,0.00819,4.977656,Kepler-339,0.127
3048,Transit,,0.0123,21.77596,Kepler-33,0.477
3049,Transit,,0.023,21.963945,Kepler-344,0.233
3050,Transit,,0.0292,44.431014,Kepler-338,0.268
3051,Transit Timing Variations,,0.027,9.341,Kepler-338,0.139
3052,Transit,,0.0124,13.121632,Kepler-356,0.161
3053,Transit,,0.0127,6.475434,Kepler-357,0.164
3054,Transit,,0.251,3.553822,Kepler-323,0.145
3055,Transit,,0.00444,24.08821,Kepler-333,0.099
3056,Transit,,0.00459,5.470319,Kepler-334,0.1
3057,Transit,,0.022,12.762172,Kepler-325,0.227
3058,Transit,,0.0359,6.562331,Kepler-335,0.302
3059,Transit,,0.0159,7.186434,Kepler-360,0.187
3060,Transit,,0.00733,17.265427,Kepler-348,0.119
3061,Transit,,0.00849,8.486616,Kepler-361,0.129
3062,Transit,,0.297,5.929778,Kepler-349,0.17
3063,Transit,,0.209,7.542427,Kepler-363,0.151
3064,Transit,,0.015,37.054919,Kepler-351,0.273
3065,Transit,,0.0057,3.930821,Kepler-380,0.106
3066,Transit,,0.00678,7.630004,Kepler-380,0.113
3067,Microlensing,,3.4,,OGLE-2015-BLG-0954L,1.17
3068,Microlensing,,0.0045,,OGLE-2016-BLG-1195L,0.099
3069,Transit,,0.049,16.364988,TOI-451,0.363
3070,Transit,M3.5,14.0,1.2652328,TOI-519,1.07
3071,Transit,G9 V,0.005,0.446578,TOI-561,0.127
3072,Transit,,1.463,1.651144,TOI-564,1.02
3073,Transit,G9 V,0.05034,77.23,TOI-561,0.238
3074,Transit,K2.5 V,2.6,4.32419,TOI-942,0.429
3075,Radial Velocity,M7.0 V,0.00349,11.409,Teegarden's Star,0.093
3076,Transit,G0/F9 V,1.2,8.3248762,TOI-837,0.77
3077,Transit,F9 V,0.101,5.44354,WASP-166,0.63
3078,Transit,K0 V,0.84,3.03007,TrES-1,1.13
3079,Transit,F7,0.99,3.0652907,WASP-175,1.208
3080,Transit,K2,0.508,3.071722,WASP-177,1.58
3081,Transit,F6 IV-V,10.42954,0.94124,WASP-18,1.191
3082,Transit Timing Variations,F6 IV-V,0.17368,2.1558,WASP-18,0.765
3083,Transit,K0,0.0839,8.24958,V1298 Tau,0.499
3084,Transit,G0,1.084,3.8186244,WASP-171,0.98
3085,Transit,G5,0.148,3.3769848,WASP-182,0.85
3086,Transit,F,0.8,5.147878,WASP-187,1.64
3087,Transit,G8 V,1.069,0.78883899,WASP-19,1.392
3088,Transit,K1,0.931,2.152175,WASP-2,1.081
3089,Transit,F8,0.907,3.40883,WASP-28,1.213
3090,Transit,,1.11,2.17518,WASP-78,1.93
3091,Transit,,0.478,3.4059096,WASP-31,1.549
3092,Transit,A5,2.093,1.21987,WASP-33,1.593
3093,Transit,,2.361,1.53736596,WASP-36,1.327
3094,Transit,,1.8,3.577469,WASP-37,1.16
3095,Transit,G8,1.186,1.33823147,WASP-4,1.321
3096,Transit,,1.22,3.634433,WASP-138,1.09
3097,Transit,F9,2.69,3.310651,WASP-141,1.21
3098,Transit,F8,8.46,5.644207,WASP-150,1.07
3099,Transit,G6 V,1.91,1.43036763,WASP-46,1.174
3100,Transit,F6 V,4.01,3.352057,WTS-1,1.49
3101,Transit,,0.729,2.7164762,WASP-81,1.429
3102,Transit,G0 V,0.57,5.1817,WASP-184,1.33
3103,Transit,,2.43,1.84683,WASP-3,1.42
3104,Transit,,0.28,4.055259,WASP-39,1.27
3105,Radial Velocity,,1.57,588.5,WASP-47,1.21
3106,Transit,,0.04122,9.03077,WASP-47,0.319
3107,Transit,,0.8,2.14363,WASP-48,1.5
3108,Radial Velocity,F9,0.618,2.00839,WASP-94 B,1.26
3109,Transit,K7 V,1.78,0.813475,WASP-43,0.93
3110,Transit,,0.02149,0.789592,WASP-47,0.161
3111,Transit,K2 V,0.46,1.7497798,WASP-52,1.27
3112,Transit,G6,0.45,4.6171,WASP-56,0.94
3113,Transit,K3.5 V,0.015,6.00118,Wolf 503,0.181
3114,Transit,F9,0.59,3.69364,WASP-54,1.58
3115,Transit,,0.61,4.46563,WASP-55,1.33
3116,Transit,K5 V,0.863,7.919585,WASP-59,0.775
3117,Transit,G1 V,0.55,4.305,WASP-60,0.88
3118,Transit,,2.68,3.8559,WASP-61,1.41
3119,Transit,,0.52,4.41195,WASP-62,1.32
3120,Transit,,0.37,4.37808,WASP-63,1.41
3121,Radial Velocity,K0 III,1.02,415.2,gam Lib,1.23
3122,Transit,F9,0.72,2.13775,WASP-74,1.36
3123,Transit,F7,2.3,2.21673,WASP-72,1.29
3124,Radial Velocity,K0 III-IV,2.0,1285.0,kap CrB,1.19
3125,Transit,M3 V,0.00727,7.4512,L 98-59,0.14
3126,Transit,M4.5 V,0.02196,24.736959,LHS 1140,0.154
3127,Transit,M0.0 V,0.09691,4.052037,LP 714-47,0.419
3128,Transit,M(6.1+/-0.7) V,0.0187,4.989963,LP 791-18,0.206
3129,Transit,M4 V,0.00824,0.768448,LTT 3780,0.119
3130,Microlensing,G V,4.8,5480.0,OGLE-2018-BLG-0740L,1.15
3131,Microlensing,,4.4,,OGLE-2018-BLG-1700L,1.15
3132,Transit,K2 V,0.55,4.0144463,OGLE-TR-111,1.019
3133,Transit,F,0.531,138.317,PH1,0.551
3134,Pulsar Timing,,0.0062,10140.0,PSR B0329+54,0.109
3135,Transit,G9 V,0.00944,16.287,TOI-561,0.207
3136,Radial Velocity,G8 V,9.45,4323.0,WASP-8,1.12
3137,Imaging,T8.5,22.0,,WISEP J121756.91+162640.2 A,0.934
3138,Microlensing,,2.6,1982.0,MOA-2009-BLG-387L,1.18
3139,Microlensing,,0.0102,,MOA-2013-BLG-605L,0.144
3140,Radial Velocity,K4 III,2.18,511.21,NGC 2682 Sand 978,1.19
3141,Transit,K5 V,2.162,0.7668944,NGTS-10,1.205
3142,Pulsar Timing,,0.7949,0.322964,PSR J2322-2650,1.24
